,B,C,D,E
25%,1572.2458292109052,155713.93646478484,86894.71901149992,4193.7954362346845
50%,3993.176270457553,181702.98866010827,122558.96988523788,5551.095113288477
75%,8340.921792566793,212430.23676113342,155107.00647695546,7568.3628818800125
max,116220.3495228035,430141.58656161773,307588.0833084,20480.37031610439
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,109.88308362924957,103794.5290369611,125716.77035105148,7006.239287684502
std,740.2266733370635,25393.572712646608,49966.01868537302,3543.037435423972
min,0.0,55801.72985672042,1032.7842413731403,1765.3231558010634
25%,0.0,87351.07528254954,91504.41151176563,4775.630793316062
50%,0.0,100303.4212521596,123489.40938039779,6266.053110712535
75%,0.0,117339.60390824464,160041.92459519563,8407.87479588815
max,13875.53510278461,349629.81775948044,348911.41999595927,52792.46189089151
count,566.0,566.0,566.0,566.0
mean,1402158.1654946168,513351.21597837075,323832.02341299504,6670.156616491976
std,188199.96253805404,73734.21881622568,62596.850467225646,2940.381231267808
min,993749.4423582769,333757.50052962307,175631.50096684223,1817.297606436176
25%,1270423.5191593084,470595.6100945726,279777.1070277315,4575.7336287281605
50%,1388046.5808772002,507195.4040367913,322002.8153066467,6235.079844948236
75%,1519019.1861943032,544816.5200880342,361053.8572711315,8288.17245905929
max,3012762.277370204,1405356.7922535108,550722.3413292903,24460.272931789023
count,1000.0,1000.0,1000.0,1000.0
mean,6.937546071546083,63113.64499218628,46266.77428202412,7086.104113479982
std,144.56898110265277,15469.42062358554,43715.27863887242,3207.010108861574
min,0.0,27419.026129879432,0.0,1924.0750743090193
25%,0.0,52368.40634920035,1177.7145731031956,4823.161550484531
50%,0.0,61582.06403449994,43549.92098935534,6408.275304214216
75%,0.0,71684.10864002757,71601.57171513555,8502.485305235678
max,4020.633464418303,171299.69014590266,240200.96621181755,25294.137580576982
count,1000.0,1000.0,1000.0,1000.0
mean,25960.45323164967,221564.59980288273,193793.89993656863,6311.207001626277
std,23756.940877213256,55006.64177443701,55290.68292517587,2958.6174969542963
min,0.0,115764.96827153729,23470.98780746118,1692.7627809730661
25%,8916.047399675894,181181.90589946092,155691.35584463738,4313.466763034335
50%,17215.63905065711,212193.52392416343,191150.0910755133,5729.619922754524
75%,37039.355797308686,255365.07755587637,228555.31790012788,7698.98218415565
max,170445.78545136558,497452.14925743244,424402.93548413226,36982.29200770457
count,1000.0,1000.0,1000.0,1000.0
mean,6.325521793763308,32641.03804121758,137374.15741125887,7704.278569254937
std,93.20320324029927,35003.10144351391,50788.159058594785,3585.1746809356428
min,0.0,8049.138219710062,3273.4536769217084,1924.0273844613162
25%,0.0,24000.229814455593,101233.25916575684,5351.729261226719
50%,0.0,30434.611807839687,134919.1846322495,6933.827088965317
75%,0.0,37207.46397355071,172595.62392270123,9078.831254811701
max,2289.856265384586,1072460.1052554816,342213.0917885561,45851.883071608376
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,9221.694959403785,163344.63063141346,218518.23034799896,7959.537487985698
std,16332.90892802698,41760.23512913821,53340.22155535374,3571.296926749842
min,0.0,80735.25049176448,56316.35718097723,2338.5820009888625
25%,1596.7233959561854,135710.7400870442,180171.85681148994,5538.203244315586
50%,4094.0179511772362,156666.29512513924,217568.02399940978,7288.15362265594
75%,9490.224367239904,184040.1044199541,253475.72066560847,9468.841148325524
max,215612.5804305774,554804.5409318492,458151.26346986933,38975.67752101289
count,1000.0,1000.0,1000.0,1000.0
mean,1086.7008295858236,140179.32521231126,158292.98302249133,7026.72832389587
std,3356.5897124934786,34821.48058920402,50190.995661810244,3249.125772224271
min,0.0,71245.24049406235,17557.56540334961,2028.0962942877688
25%,0.0,116003.42865842163,122447.78277101144,4781.098781858831
50%,0.0,135800.0639705172,156285.82978613098,6361.351008296866
75%,1054.1004103539458,159881.31720182003,192529.97565674369,8435.083238612595
max,51312.24343848718,461382.77571046515,343306.7143961722,31138.169144224183
count,1000.0,1000.0,1000.0,1000.0
mean,28861.17218268529,221507.22052077358,187983.8294280032,7443.568410596119
std,26829.788575431692,56190.48836193185,53743.51082300561,3355.4076947078975
min,0.0,95815.86348559373,27774.473988017384,1858.8829469650009
25%,9594.770670444195,179974.61814520642,150343.71564322,5116.012581794432
50%,18525.25559222196,212943.2238285658,186983.03785523574,6779.556653554793
75%,40947.227660504315,254194.36778315293,220420.73645019162,8915.135164759015
max,181522.37706980412,471892.7721987923,367961.31807247456,39868.255637642826
count,1000.0,1000.0,1000.0,1000.0
mean,10144.538845700998,191453.0287304194,232939.6388019845,7922.633527052644
std,18370.116726380977,53296.93833794459,53965.33022038909,3508.7898110323163
min,0.0,88731.93742351842,77581.52490718458,2513.05558125899
25%,1874.4999854260445,157455.35685943541,196386.98952080504,5549.017101864858
50%,4678.020658667829,182946.984761741,229307.79490064617,7207.97591139935
75%,10614.381572549039,216144.7160340257,269605.960428228,9358.883208963227
max,294395.1964403892,641379.6173440368,435115.0227501579,32012.35827821549
count,1000.0,1000.0,1000.0,1000.0
mean,3044.0112986607433,90508.05042218078,199231.26813615407,7170.713164736843
std,10945.829647110131,36015.581306090535,53799.83786409748,3406.078034912363
min,0.0,30112.97282570822,45893.240324654325,2305.8586380817314
25%,0.0,71495.09855014682,162569.37744073052,4868.4376979792805
50%,405.0639256394908,84353.17511806884,197061.39563880366,6334.110369980795
75%,2275.0821043861806,100760.55736081302,232638.2475361203,8575.28718440843
max,263312.6165179014,654233.1014257731,426903.84949986555,26080.522325182545
count,1000.0,1000.0,1000.0,1000.0
mean,42934.492210284574,245240.7751157794,250727.4454009691,7021.51607503784
std,44708.538608546696,67158.61940714355,54078.07134796134,3104.6312347406606
min,1134.7768148264154,112270.08299202079,105512.78700297017,1690.5738437629198
25%,16078.728803337375,200360.16856109505,210920.15650841958,4892.542305406928
50%,30436.090479006463,235933.30510381132,248331.57829106468,6371.466869826405
75%,55329.547782359965,280028.52501050325,285326.16811633843,8412.00775305288
max,670733.4114693239,1171407.0740329593,433501.60529950797,25283.832473781673
count,1000.0,1000.0,1000.0,1000.0
mean,41.15794152923197,59909.63819122323,172391.98395553028,6385.443521449426
std,377.7660440775084,17508.773783872504,52168.768509059366,2955.9936016155716
min,0.0,23103.067629822504,23076.49063194621,1396.5136490882512
25%,0.0,48914.705001884344,137602.8573052395,4503.611862251997
50%,0.0,57308.58570814818,171181.24173006776,5836.186003867492
75%,0.0,67634.92921296018,205416.75536869565,7647.992777877648
max,6776.583252396015,273154.58597544965,332862.83552183514,31581.72367603585
count,1000.0,1000.0,1000.0,1000.0
mean,61.697272213698916,41584.20909535427,147381.67715924198,6801.151208831234
std,481.74064784841863,15215.511296067349,50847.69530472264,3107.898245999945
min,0.0,16215.944360161617,14062.388852700555,1385.233848981557
25%,0.0,32620.436602834998,111731.32949042527,4716.398351107427
50%,0.0,39250.8851153629,146503.68066143856,6172.710635690206
75%,0.0,47018.664467322465,180981.01297028508,8219.51059228944
max,8077.3597842539575,221180.0444851042,345063.73723510525,23751.490256422836
count,962.0,962.0,962.0,962.0
mean,502316.0887148645,445915.21974224265,349732.6611627007,7868.046629094972
std,118858.89138024875,67873.11474272748,68310.83229101541,3568.5066484217164
min,220092.52404329542,287810.51928882493,162101.72195316417,1931.1328060800176
25%,428914.73281297623,401180.0162059779,302999.71668208356,5481.939578537959
50%,491229.81057262694,442677.43625837704,345624.00278577337,7098.16372382492
75%,569931.2134239685,484674.32397611556,392802.36634476774,9397.405386749417
max,1800177.5554811943,851519.3603543106,586676.841227172,32974.63203208149
count,1000.0,1000.0,1000.0,1000.0
mean,26.745626226295833,44970.55710534117,107390.99591560209,7247.527170910685
std,306.7329406754866,18950.703119966583,50175.28173763626,3280.61838923537
min,0.0,15966.954558307329,0.0,1969.7649151507053
25%,0.0,36100.674409797204,72063.2517379262,5095.504703638679
50%,0.0,42674.9011177824,102607.2645283101,6641.658091624222
75%,0.0,50637.53435480147,138658.15982189807,8533.312424693511
max,5326.123580622897,472634.53190516,300831.36624150863,40622.90240200547
count,957.0,957.0,957.0,957.0
mean,453518.9507332087,385075.99981647125,282960.93108231656,6568.489365927327
std,114351.3263855394,65132.075843866536,57810.99390466131,3100.6640342190076
min,189512.38107643608,228373.12983099755,145646.11239831653,1853.9662533839276
25%,381387.425275286,339994.9851624749,242495.9473071647,4336.277676142163
50%,445139.0902492557,381813.98990126105,279236.9256428126,5899.208563943877
75%,513130.9084193328,423637.64223459596,320871.30694310967,7952.190580672548
max,1376008.2706288628,748973.5934045519,476500.9613556482,26564.451511224997
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4402.242364225947,167664.59169436252,212228.75252987066,6748.476650166414
std,9686.470800033496,45150.239435685035,50685.32927310883,3229.536321524398
min,0.0,82142.7551453392,42615.97858295783,1877.0354416201735
25%,0.0,138343.75283157776,177532.27051671612,4592.581008156638
50%,1952.752424422225,161413.61850089353,210043.58056150662,6081.591157016976
75%,4694.5918123447245,189618.76420763874,245395.5272879999,8008.622472560585
max,139548.55248566112,542166.9039735846,410329.6772798244,39608.601812952955
count,1000.0,1000.0,1000.0,1000.0
mean,39983.39460715911,232312.6087898,174321.1812650992,7064.960340916035
std,32438.28920962536,55262.56650097431,53754.43012296746,3204.371224427166
min,0.0,112252.67020411321,36283.92877822457,1779.14186924371
25%,15570.43742861257,193508.1444662074,136451.20268935192,4802.998319325909
50%,29599.36202094361,226500.88193585302,171748.2737994637,6357.089011324117
75%,55684.86065018577,265718.91314521455,210525.39608063095,8626.455132020836
max,218332.49694446003,609608.5395154249,378123.6001485054,29832.825141576184
count,1000.0,1000.0,1000.0,1000.0
mean,798.7330920630786,132158.43651117943,153149.50358477913,6777.168594805071
std,2666.680113823158,31280.122993818633,50811.09317755767,3083.475900179194
min,0.0,66916.21336724797,26639.432997729215,1946.8543682392947
25%,0.0,109122.37817795163,115993.12300373682,4639.094662708835
50%,0.0,128372.2130038394,152526.31635083025,6054.965386568099
75%,0.0,149655.2512357145,186128.3136493968,8068.621616663117
max,36218.217779666986,274497.528959785,360394.9757780379,26858.101140747043
count,113.0,113.0,113.0,113.0
mean,1693536.8802492218,768547.483116494,509718.65809736797,7611.068898297567
std,266231.1827341993,77408.69638630054,96550.2503373371,3105.7463384035646
min,1290387.6015940597,617206.7914834548,291599.7381606889,2820.747145021411
25%,1518318.6165990178,717004.7814456644,443265.7430806998,5373.979912001046
50%,1625410.5031861314,759871.0783002127,493913.4259600262,7046.525509211901
75%,1822821.115308093,811533.7057931721,580551.3393329291,9485.71460818845
max,3147767.9829364633,1110086.092957939,770115.7661562562,19846.94094829101
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,26092.551713493853,226462.65183276322,169348.77569379777,6896.944278006613
std,23578.509152905695,57126.80211943883,53070.075222231615,3281.146659200068
min,0.0,115794.08118098832,16813.977664755777,1761.8631493122598
25%,9011.326522481504,185229.4143765493,133283.01321183762,4712.181212667607
50%,17548.65295023944,216445.51215210516,166038.1987074876,6275.064207545081
75%,36957.83278309602,259947.39163132783,203605.0018637668,8353.380289334145
max,160513.08005656855,528982.2202522832,353113.086865662,36580.76489994497
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,939.0,939.0,939.0,939.0
mean,381248.30312802223,364274.9077932598,331257.687058973,6381.080832359377
std,123036.49729113959,71918.96048072928,67522.7287012802,2893.7826402881615
min,96512.85099798952,202174.81569351596,169801.69489124583,1357.6279950223993
25%,300271.5199736111,315249.7787617295,281309.02030371735,4319.922199474331
50%,370417.7253552993,356245.7373828715,325764.70636648906,5708.906090070501
75%,450339.29988618975,404955.5736436853,371634.80293420993,7837.715064681919
max,1703995.129289555,840100.2299590223,581526.2769833591,24371.5430736037
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,6446.709398131654,168118.28590226217,138740.90124756045,7674.077249480038
std,11947.615525879064,40160.21957310901,53916.89032133135,3455.7281192558116
min,0.0,70067.58889253944,3569.7339532187807,2188.620381010326
25%,629.6115626839171,139715.27714633738,101116.03065504532,5243.982090816643
50%,2789.991026068293,163156.11148271157,137636.5029159387,7049.915359757444
75%,6074.23959248332,190486.91323912307,174574.49144482345,9244.486259730817
max,85643.22577471077,346095.0623700703,454217.26129353006,33315.252735414084
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,11.0,11.0,11.0,11.0
mean,2072110.9695764205,503838.11807429563,303836.47211049165,5937.799008404378
std,132854.88494482517,53472.6495687981,77129.61603873443,2092.9226294851787
min,1874492.2588371206,419195.7548230743,192359.63652225677,3568.948007585842
25%,2015575.9937207312,473437.79766471405,261528.43575495807,4385.443008402335
50%,2061976.1778373697,514225.86174154986,272600.90927653306,5862.35364107072
75%,2086078.1059247446,533708.4686156265,351950.37120251154,6665.560616012719
max,2334020.5708042863,603708.2408826575,460420.3937836953,10794.99425452284
count,3.0,3.0,3.0,3.0
mean,2198310.029203525,565697.8982755608,365640.08300409495,3383.206456685417
std,235323.2976857444,62615.930338402504,48658.153737330875,654.0972551394315
min,2035494.7019086115,504544.77115543286,320518.9962104059,2854.9694848912186
25%,2063405.04116067,533706.5029031789,339862.55665140273,3017.3912002296156
50%,2091315.3804127285,562868.2346509249,359206.1170923995,3179.812915568012
75%,2279717.692850982,596274.4618356248,388200.6264009395,3647.324942582516
max,2468120.0052892347,629680.6890203246,417195.13570947945,4114.83696959702
count,1000.0,1000.0,1000.0,1000.0
mean,14.521526445806238,65335.63572796148,152548.5511174371,7911.938986615475
std,228.1747705384545,17736.586883911452,51890.44278123367,3440.6450944069907
min,0.0,23596.250957089633,13538.052027873877,2129.2326934741923
25%,0.0,53583.39084485175,115802.02244970211,5669.699989571984
50%,0.0,62665.28230790357,150845.75110776152,7307.629291769377
75%,0.0,73890.0534038063,186247.07755831745,9399.263045408255
max,5345.529684182171,203974.35650410538,346741.48519137735,39060.655317729594
count,1000.0,1000.0,1000.0,1000.0
mean,3819.317283137878,124884.51012488431,177388.77490793995,6641.373165726615
std,12879.937851056147,31154.232397717133,51694.77029512574,3023.2560610352084
min,0.0,67780.10063049514,44542.86660905171,1605.2031724653734
25%,0.0,103827.53569561569,139943.52878739097,4625.756050907514
