,B,C,D,E
mean,947818.331050947,452571.4497773604,309226.6287639143,6100.836512883198
std,156586.01568407516,71071.7405037021,63000.99676484334,3074.547605088942
min,530118.0872558346,267384.3870435638,168043.4856264437,1520.3121399100955
25%,846577.7515949584,414602.3060191274,265899.5467690667,4001.966591419487
50%,933316.7125518548,449635.58584287675,306700.08315414557,5507.889470481131
75%,1038984.6005889752,487895.62516941107,347317.0531505743,7286.807645792407
max,1708574.7718561979,1420527.2653655855,650053.2513307726,27474.03903126867
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14922.947616156882,69980.7421814553,7954.483030493217
std,0.0,8122.983018193406,42304.52352789837,3605.953243894842
min,0.0,1502.691990205275,0.0,2551.739087418606
25%,0.0,9516.54977298902,39743.00413792343,5574.991936711354
50%,0.0,13155.596640249136,66342.670669662,7211.883776406376
75%,0.0,18404.30230340046,98302.10317706205,9544.492622874437
max,0.0,94263.62419018308,217555.73855442673,31821.468317966363
count,1000.0,1000.0,1000.0,1000.0
mean,3.278174852060781,32727.66611963089,88935.52850931512,6664.740117338514
std,103.66499100797311,10277.708215864182,51439.987311115234,3229.5073479445837
min,0.0,11485.860404975097,0.0,1332.3562124295327
25%,0.0,25839.058039925672,51886.963837747484,4446.978368872763
50%,0.0,31675.59359570541,84770.05259787239,5918.512287895745
75%,0.0,38137.27983536717,121638.0300772661,8000.567679691589
max,3278.174852060781,103614.76229654587,267638.24688008166,30328.960909265603
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,48588.7383979038,40802.440343403025,6514.617975800332
std,0.0,12685.938849111177,40034.845830678016,2947.0514940497596
min,0.0,16182.552898785008,0.0,1474.2259907294024
25%,0.0,40136.5955415973,1094.7105279939344,4484.9427137917755
50%,0.0,47604.72098090801,38498.17576412247,5814.94674103742
75%,0.0,55502.31735828007,62505.2429743753,7932.865391675568
max,0.0,143922.88808440918,208695.35743610648,22654.022954568303
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14447.011429105505,77831.47147892688,7589.947964959137
std,0.0,7791.750920135501,46874.43658121276,3326.374173781758
min,0.0,687.6243135694262,0.0,2144.0471116831554
25%,0.0,8806.888873933867,43581.41962509058,5425.807499279968
50%,0.0,13008.743266544006,76652.76501722875,6882.9915296358995
75%,0.0,18381.073173671037,108557.65304312979,8902.693995736472
max,0.0,77346.34698947001,233900.14161578723,28044.522671280887
count,1000.0,1000.0,1000.0,1000.0
mean,17143.701099372447,203189.5979689683,242183.76678016406,7730.552326350082
std,27205.400995462074,55651.37605820406,53545.08193507521,3563.133740565594
min,0.0,94816.54581506755,91589.93679490617,2090.9335943860588
25%,4547.587509716028,166017.4735042083,203562.92366944446,5370.44219390264
50%,8879.202222615204,196462.21789722267,238339.12175068678,6893.544435113504
75%,18887.653936609782,229646.850456045,275388.14894850424,9166.83543620414
max,440412.76682344865,860553.1215352773,455082.9130682176,34769.88619388666
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,32284.349060463384,69842.5774873468,6679.320319118522
std,0.0,9868.802866101578,46384.149747766656,3191.552341526561
min,0.0,10128.446994824813,0.0,1871.8647762160663
25%,0.0,25514.473986808134,36427.701040726155,4498.551015957224
50%,0.0,31461.807868626056,66546.19106294063,5948.128332994445
75%,0.0,37524.67318242311,100688.00273412238,7934.892657635024
max,0.0,93187.83178836624,234494.98142676533,27954.128887191364
count,1000.0,1000.0,1000.0,1000.0
mean,43.24482668127362,82123.19730849816,97608.87793742248,7216.972854425832
std,537.4411654887655,19050.5367176335,50134.43535461108,3072.533463085795
min,0.0,36890.23722818591,0.0,2190.0327544670313
25%,0.0,69011.92238697654,60142.216555711624,5096.724707653321
50%,0.0,80754.80092649424,94163.96075926455,6601.111847109551
75%,0.0,92660.98824985468,132608.59289157277,8631.00560625596
max,14513.433346397818,219061.23359155265,304543.00424042053,24226.523485478032
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30094.77816734569,50528.221538984966,5836.476369765761
std,0.0,9825.88677244122,42581.022824216736,2661.7262748135654
min,0.0,8983.885669509038,0.0,1749.4232134687197
25%,0.0,23194.756797255148,4110.810652958774,3945.7164053231386
50%,0.0,29228.383342423112,46321.06993397666,5237.556932617648
75%,0.0,36011.885385089045,78101.18704228388,7129.570442570814
max,0.0,86996.10076352634,224342.9769096396,26681.289194899804
count,921.0,921.0,921.0,921.0
mean,611559.1095486019,410555.9185253347,260564.28976051835,7016.60426015884
std,125255.87213996008,65949.46712566995,57526.042765232894,2989.5051293020656
min,304302.23854903574,231023.6242648119,111912.52660039657,1831.9360814245488
25%,524327.4876178249,368506.9039313776,219514.16755359675,4900.553726005167
50%,598384.4218464629,407308.0456562288,256083.34557557775,6491.477908742153
75%,693250.1658034105,449143.458639801,297137.8604532613,8389.2522429451
max,1478055.7864018409,814343.7227333538,509343.33787836717,23568.602075597948
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43417.93805805709,35822.967462807435,7798.910262541862
std,0.0,11185.51679237715,39115.12003681956,3394.8134639139985
min,0.0,15391.20674638034,0.0,2538.198170609894
25%,0.0,35413.91404303394,0.0,5401.843905826827
50%,0.0,42229.295962632474,30381.598922097244,7011.644325668607
75%,0.0,49959.34460358543,59264.75331943219,9410.528449841171
max,0.0,118477.2935046012,192656.33275780707,28280.420059956017
count,1000.0,1000.0,1000.0,1000.0
mean,4.5461419546130895,58966.15581457396,98929.43524721934,7901.688999601066
std,143.76163143026974,15631.760047594043,50753.796523620054,3450.0319903608315
min,0.0,25083.436014391318,0.0,2616.0190177486807
25%,0.0,48331.36269120669,62925.91653640941,5538.961587444038
50%,0.0,57248.04887513553,96722.62615379719,7143.363458352855
75%,0.0,66618.73597073252,131370.92767063057,9469.235305647446
max,4546.141954613089,194215.85333996767,305415.1276842682,30392.29475081009
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,19772.410550530323,26976.0801251084,6134.987900169593
std,0.0,8453.751518561154,38326.145847641346,2970.6136975205586
min,0.0,2993.239086853405,0.0,1647.1793798374424
25%,0.0,13425.572140251908,0.0,4251.108068059458
50%,0.0,19232.89301371535,787.2489620935578,5501.36372817042
75%,0.0,24941.350536455557,50147.27855777992,7371.690422231682
max,0.0,66648.95571558492,176756.56216414028,28572.792539652113
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14501.955264082695,1488.4325707318392,5648.905409482549
std,0.0,6922.684466524599,8976.222749436885,2700.778817603373
min,0.0,2024.612610773745,0.0,1462.512379995992
25%,0.0,9291.466398353317,0.0,3833.6609589168424
50%,0.0,13368.652430844028,0.0,5095.395930629484
75%,0.0,18279.530539838215,0.0,6808.2546529586125
max,0.0,50853.61517828808,93013.24624673674,24485.225812982608
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,17303.85747931912,40555.39008450474,6810.462729492256
std,0.0,8830.352025504066,41758.44307791055,3154.168540558261
min,0.0,3022.2848510092526,0.0,1896.3303761734933
25%,0.0,11220.222773461257,0.0,4695.700094918495
50%,0.0,15995.112247991161,35069.587430159714,6202.460507955027
75%,0.0,21826.919224695346,69921.33201694723,8000.172587812369
max,0.0,134408.57255035287,213447.26185750047,28483.16824364552
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,9907.740979308664,18616.870388204978,7666.685822227586
std,0.0,5711.843840093792,31743.552856872233,3370.856587330012
min,0.0,436.5223514475344,0.0,1794.9246806545116
25%,0.0,5725.192799539013,0.0,5382.109399667972
50%,0.0,8614.037541866708,0.0,6998.983347123417
75%,0.0,12658.29488032538,35884.802928824756,9104.394947875637
max,0.0,44724.12117970344,185639.4332617039,31597.407865080422
count,1000.0,1000.0,1000.0,1000.0
mean,1.162171625138384,22731.225783493337,105661.83060425057,7153.234094208416
std,36.751093674566846,10318.423134539798,50093.58477545656,3046.3530998412834
min,0.0,4817.6544973786695,0.0,2034.2472738468468
25%,0.0,15756.690331614009,73862.44260327691,4935.625734456244
50%,0.0,21649.40421014088,102645.74291648893,6517.879274999795
75%,0.0,27413.70772440559,137307.34313609195,8741.343522870558
max,1162.1716251383841,115570.1689547897,298008.9184321504,29473.947781331903
count,998.0,998.0,998.0,998.0
mean,137162.42400420125,467186.6188104437,449472.1117196869,7262.089810703336
std,95141.25016718115,77128.62077120131,85021.14653689296,3479.2593719928277
min,10426.695400280543,269994.38430191006,225073.6231010426,1951.8231596687538
25%,79513.37398060778,417089.21634032106,394057.19945888896,4931.989506370237
50%,118507.44718346793,459473.995720635,440827.8117279512,6553.101152551051
75%,170168.50833436858,509565.1163990812,493044.48282850685,8867.790241714756
max,989396.9690231576,1111825.372458299,898564.3010009038,49512.81148597123
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,24365.260536713147,28912.5406888804,7345.994253909121
std,0.0,8433.953269096724,38487.75185546048,3276.6819100236785
min,0.0,5349.390682125901,0.0,2122.1288959028393
25%,0.0,18420.29109584483,0.0,5132.013090071419
50%,0.0,23402.268086353855,1217.9293803268797,6638.96961891084
75%,0.0,29599.09551972049,52075.70474072987,8828.061350939237
max,0.0,69338.11389569801,183961.94057424727,32344.664792736156
count,927.0,927.0,927.0,927.0
mean,510314.80572393216,732565.7184904075,584911.7251573012,7192.964543289082
std,149153.15058805645,87229.72256216443,123401.02709687041,3404.9530830081394
min,148484.27624266894,484858.9553782766,311152.07580680214,1793.501939697136
25%,407042.74717038474,671509.5977957759,502665.54094243044,4943.055648527505
50%,497529.82286823564,726133.9564614965,568484.8004555809,6537.17114266769
75%,593155.2279949014,783331.1358586376,649268.6432140758,8284.143295717216
max,2021692.5806960992,1174641.0682729497,1756533.756186271,38188.98094286699
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,32396.758415661097,22513.17744992466,5834.070589781676
std,0.0,9181.898082520334,33736.70424920016,3003.4333181427182
min,0.0,8985.891146791135,0.0,1333.9946663786527
25%,0.0,26286.875543285743,0.0,3894.253601304836
50%,0.0,31835.406365542516,776.3431931434219,5146.471871322243
75%,0.0,37709.30349681518,41629.42210420963,6929.273193194447
max,0.0,85501.38646918925,181767.8073336394,35224.174495586834
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,17449.258890125366,31516.956366377945,7065.342239865109
std,0.0,7374.29777687624,37774.89000046953,3227.4565977803204
min,0.0,3839.857082685536,0.0,1873.1450182699775
25%,0.0,12180.631398464617,0.0,4825.883871783969
50%,0.0,16420.22551158607,21986.836259045496,6368.675608988295
75%,0.0,21757.933977678706,52255.97246920204,8505.822796080081
max,0.0,50738.20637866702,230495.94461554213,30371.750444840905
count,1.0,1.0,1.0,1.0
mean,2832974.1491515073,901124.6359947765,615936.5173810115,7732.4391734024
std,,,,
min,2832974.1491515073,901124.6359947765,615936.5173810115,7732.4391734024
25%,2832974.1491515073,901124.6359947765,615936.5173810115,7732.4391734024
50%,2832974.1491515073,901124.6359947765,615936.5173810115,7732.4391734024
75%,2832974.1491515073,901124.6359947765,615936.5173810115,7732.4391734024
max,2832974.1491515073,901124.6359947765,615936.5173810115,7732.4391734024
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,40497.17711892538,23206.802117459327,5981.2814704417215
std,0.0,11426.790728033286,34277.77756282061,2820.3374051687024
min,0.0,14385.517119585202,0.0,1653.8009279866058
25%,0.0,32868.86730674228,0.0,4088.1065354535062
50%,0.0,39586.46515845241,0.0,5318.185239763803
75%,0.0,46354.34943566036,44856.47079283019,7372.974710306
max,0.0,109703.9706028011,194399.80640868025,27114.419609001623
count,1000.0,1000.0,1000.0,1000.0
mean,101.68481937449985,90718.07729828505,97400.27617148423,7242.853741637511
std,1504.850973565309,23467.491913147758,48021.240004016174,3345.930022437726
min,0.0,41892.18968860048,0.0,1965.8967840680211
25%,0.0,76210.13845667819,62543.99650773871,5039.344312743541
50%,0.0,88367.8047901152,95398.16522268346,6580.034909283639
75%,0.0,101273.03603660702,127899.79282339684,8690.335009528935
max,45130.41740428022,421890.5144745959,253540.53994301675,34550.352085839564
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26945.50055924752,54506.153347114625,7374.251008783123
std,0.0,8820.371388658255,47486.67577328453,3366.940409022263
min,0.0,6068.24912439515,0.0,2119.560043781994
25%,0.0,20666.659405386952,2180.7748271581877,5143.844997088439
50%,0.0,26575.814120837676,48783.05059124135,6595.6018583560035
75%,0.0,32109.905378705545,86589.67342256839,8779.518888129753
max,0.0,70652.66087259406,239033.04348946884,28677.027715877175
count,1000.0,1000.0,1000.0,1000.0
mean,0.3533327071587847,55703.381115399185,43744.498551417826,7682.106221161818
std,11.173361264550472,13940.757484900469,40544.619000204424,3268.512301202023
min,0.0,20681.426033739463,0.0,2488.924378006539
25%,0.0,45980.018927519486,1212.0163005638526,5427.202729776765
50%,0.0,54370.222618999476,44092.436103132364,6907.825601028497
75%,0.0,63608.237906869705,69011.09345080842,9375.55931429689
max,353.3327071587847,148552.68582503998,207703.05467265076,28904.717895308804
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7398.486227695109,28038.814698777915,6950.27004095819
std,0.0,5742.6541254224585,36579.90421827908,3049.877697415419
min,0.0,350.39427046863466,0.0,2042.6124385233493
25%,0.0,4346.625351025537,0.0,4798.717934292817
50%,0.0,6017.079950027712,1545.4009032538424,6259.803614179298
75%,0.0,9025.126523978732,48559.15281747718,8244.654964881734
max,0.0,114329.45866527146,182781.62221165322,23263.133568618865
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,977.0,977.0,977.0,977.0
mean,391218.6223690768,587325.6941917272,472047.5740714035,6900.582617224068
std,143563.95525211666,79432.59721009742,95885.92474664857,3009.356866119453
min,85856.63586749576,374556.9202975278,260396.5016507574,2003.5799912005818
25%,307632.5196844993,528901.5717803037,407947.644741602,4812.546681829801
50%,372022.1196870246,585091.1481601893,457647.1620843283,6181.026516396821
75%,452838.5929135587,638140.7982324325,520038.09654121357,8304.364294708123
max,2191787.6166250873,1022258.4393902683,1056100.044482357,21546.035930030812
count,600.0,600.0,600.0,600.0
mean,1218718.8926921973,467084.2711943519,264618.29236433335,6480.124991727435
std,163375.22882074185,59806.25443686994,54192.81747377041,3112.5360425068407
min,733903.1810313333,270530.6227466131,118156.7028968797,1820.9548733671916
25%,1110354.868246815,434979.09159124596,225478.85958950737,4452.384909426333
50%,1211699.437241345,461123.4418325876,260187.319763966,5817.773010764132
75%,1333462.4054893495,501082.4830050021,297893.7057750217,7865.00553011938
max,1684950.4871051286,761378.4140615216,444400.85654469655,30657.876836978034
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,15225.12869384908,32914.482497099605,6477.550402241461
std,0.0,7385.881528670477,40793.25622387277,3061.976181600802
min,0.0,1332.1977586090973,0.0,1251.6426592244488
25%,0.0,9750.128202712467,0.0,4403.457804330064
50%,0.0,14171.92703436728,4943.196404817991,5926.451466963752
75%,0.0,19440.22524657099,57926.20923333569,7832.615050510585
max,0.0,82300.53168030674,191888.0300579067,36511.94514397828
count,1000.0,1000.0,1000.0,1000.0
mean,3.440338503176937,23467.746625420354,134156.18070234926,7729.44365310627
std,61.11780830113022,10350.744106062122,50617.57760980432,3343.9492979893803
min,0.0,4261.420516049494,2782.1637514957747,2559.779401042641
25%,0.0,16616.767093115523,100994.44348522901,5292.445217132608
50%,0.0,22171.15461072984,131529.89500376984,7102.316613116856
75%,0.0,28578.367755297633,165294.32839615102,9272.621187293978
max,1440.6126474637933,130346.7746027897,357588.86873203993,29614.187952037522
count,1000.0,1000.0,1000.0,1000.0
mean,9.545104876912088,8225.90321386491,110350.46369720745,7870.640135412037
std,289.631291466561,7308.5305280349785,51051.16443398659,3437.4963448234453
min,0.0,0.0,0.0,2194.151141711188
25%,0.0,4289.71387887327,75299.26705881025,5463.2551769509055
50%,0.0,6457.297667821794,107491.77171381272,7213.833189879488
75%,0.0,10135.96979600798,143973.2530062426,9541.972409731576
max,9150.850862677127,108640.98242698773,307256.62084734824,37231.72632322364
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4.583516741178034,66730.33477600366,95107.29480638856,6211.898647468559
std,105.20498369171277,16035.60890654003,48429.98307662562,2940.724635783367
min,0.0,25340.449506311594,0.0,1478.3493416848842
25%,0.0,55704.4073494664,62169.037707212396,4193.491515973497
50%,0.0,64459.787228875255,91725.13652348978,5499.063329812997
75%,0.0,74913.02128828011,126809.79892912728,7367.106715864884
max,2827.349759787389,143850.40495156863,291531.5173830031,20403.955993181597
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30003.068221072495,93409.895818291,7474.562377177336
std,0.0,9414.38365818539,48978.258166786894,3479.0126701014506
min,0.0,6926.460887257996,0.0,1972.6899768464714
25%,0.0,23365.054687109794,57882.70126390486,5232.819741050218
50%,0.0,29017.016179533246,91752.69673174864,6611.948402382175
75%,0.0,35754.883344759655,125970.88149361205,8938.866330759629
max,0.0,93585.66898491001,242417.08427214884,40764.722641191234
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,16401.120745513574,43032.63707005524,6047.559164796067
std,0.0,8068.587667398018,43367.47603760735,2762.748315350383
min,0.0,2325.945829137352,0.0,1554.809642820408
25%,0.0,10794.763880874072,977.8337487221615,4080.6085512421796
50%,0.0,15260.956281000563,38798.14340237852,5436.2823710135835
75%,0.0,20631.769831723832,67665.02274322521,7276.55791381034
max,0.0,113203.85836237058,202869.9443135739,24649.640567309238
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8935.512983394854,41005.92865694362,6234.668104569494
std,0.0,6714.969552205847,41845.40732442785,2985.2338229804864
min,0.0,31.02959693333158,0.0,1482.2721759869928
25%,0.0,5101.7127651271185,0.0,4282.596286007793
50%,0.0,7395.767738572417,37683.8575205589,5584.030739999705
75%,0.0,11513.124459863106,66154.27676655541,7319.367581267148
max,0.0,110302.03261143781,194938.9765375717,22958.834872907657
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,17.81670506909015,80270.68259892458,137766.94858587373,7166.29279204914
std,248.36955639152464,20261.678358928573,50507.09016685253,3274.920017507103
min,0.0,36108.97141033701,5287.887433246503,2194.925118620629
25%,0.0,67286.5350783178,103850.2301272698,4972.619163113046
50%,0.0,77985.88977118794,135563.6758501074,6527.693093564261
75%,0.0,91234.9659803059,167339.1392702415,8434.918493476072
max,6074.076684378796,195610.46544883127,321505.0953031225,35606.517402375546
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.5582077538465204,12806.20400191562,88312.09570658328,7800.7375173167
std,17.65207909721605,8021.191319230529,48753.144734597365,3553.809815077622
min,0.0,979.9762974631132,0.0,2426.296770583721
25%,0.0,7488.660594653931,53823.6940638989,5467.876837120622
50%,0.0,11081.97405195301,85441.09403470773,7012.8889382147845
75%,0.0,16389.309793614484,119569.83084347344,9316.666283615847
max,558.2077538465204,111788.3046547339,269945.0146384064,32833.84053406022
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,71.0,71.0,71.0,71.0
mean,1757263.3973257586,640705.9270310584,442167.3212443261,6501.105991548194
std,194703.7438866777,65128.357008309686,87560.22477099138,2340.152029351422
min,1366243.2693771082,469821.24936446705,210477.9516223836,2560.41162054852
25%,1613924.1581998738,599418.6348502999,388169.1105817577,4907.443028333893
50%,1752231.1490891925,630147.3004960609,431842.994600914,6306.326597570718
75%,1879210.0325021844,669041.3335580305,478409.8300302174,7757.519492729009
max,2223829.9923938126,811736.8942411202,691759.8136491103,14108.541795875737
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,60724.0996506518,251478.90048263193,228315.99462228353,6113.636120407991
std,43066.79474533977,62009.12106992812,55134.16221264916,3119.9415271044804
min,3401.041241895352,114051.5662836037,68335.24163771022,1536.9363201599676
25%,28087.10608106919,210520.98576932377,190277.00521662488,4231.986311552667
50%,50745.83413501791,246508.0528895504,225904.1416619573,5511.5498851720595
75%,81165.88580659445,286364.2431850432,264485.92690566205,7237.732763796164
max,274705.6013031124,645949.1648133952,475718.02867309784,52711.68661439038
count,977.0,977.0,977.0,977.0
mean,358413.6567876628,533801.7687667188,462045.7108742747,7662.981753502868
std,132725.65664090202,77495.94509638673,93090.61920821133,3545.9016299082264
min,64871.88340244892,339054.91755976673,251660.55967840907,2003.5865129983392
25%,271650.5297462845,484264.5084127756,401376.1293438741,5255.786237087344
50%,346713.15251037007,527256.5265787124,451254.72934385546,6805.010385209471
75%,422713.13066755753,582565.0640248618,511111.32843331055,9293.084442625608
max,1648832.1411129385,1158025.5032828157,1168135.2716967247,36933.988308994885
count,1000.0,1000.0,1000.0,1000.0
mean,9.508229170228763,46387.2189360723,99277.7275199027,7363.372742751103
std,162.62730316154995,12287.43710950499,48957.26864474597,3316.2313669856853
min,0.0,14804.019548844695,0.0,2045.0106193219553
25%,0.0,37895.82391436401,63807.138243227324,5081.608463015414
50%,0.0,44597.138664521466,96050.21501619968,6637.582639250198
75%,0.0,53430.96592907479,131372.68371624604,8804.717896564496
max,3852.462987314217,100059.07920009628,336055.26836414053,25943.311325868017
count,436.0,436.0,436.0,436.0
mean,1095872.153368188,600510.292892406,444077.0272957973,7752.886106994114
std,167901.3856581449,70303.80408876424,86306.03214529897,3213.0577287097117
min,583740.5144085393,389000.15148280613,245944.93761474837,2683.838002587856
25%,982664.8251786111,553971.8774491786,387164.0751332465,5531.229183918064
50%,1082671.1405927562,603937.0260732342,436235.9843301944,7002.864879722516
75%,1219594.1728425045,646782.1639433154,488713.55169754097,9443.16271160527
max,1855942.4500336666,890015.4260543627,971937.9252105342,20475.790955184224
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,45995.21713369267,56002.7108326037,7498.399964841157
std,0.0,12167.86669979118,42650.71147202591,3424.5626515656427
min,0.0,17941.51656358274,0.0,1873.5030240167823
25%,0.0,37849.15186033186,23666.008853700812,5182.663639086899
50%,0.0,44546.873980497156,51482.94391645961,6741.817072504145
75%,0.0,52482.12806616001,85484.8253374876,8973.802743527398
max,0.0,159852.76472353566,212369.29212497544,30070.997886055728
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43388.990511348245,36610.74029018184,7079.820111037545
std,0.0,11196.57534745372,38787.50875400513,3352.6081006049594
min,0.0,17618.823745004156,0.0,1627.917773324149
25%,0.0,35988.600881769475,738.8560976017511,4781.426417985303
50%,0.0,42852.951251019884,33714.615480782275,6270.114905735731
75%,0.0,49727.71532173364,59395.57148075882,8483.818743120277
max,0.0,101060.85891479196,195416.01026423107,27845.209397770213
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,307.0,307.0,307.0,307.0
mean,1763610.7906813,866693.4506886483,594556.5602871951,7411.104734223193
std,233365.22962662132,75094.57141004778,124768.89639598172,3719.6565117544096
min,1227650.095803227,656494.7219908708,363472.5472172034,1849.7048847212031
25%,1608805.1858453043,813875.7129501889,511052.9932456337,5031.611877859597
50%,1747441.1641415942,858661.726032768,577916.4664375719,6718.579916164295
75%,1907992.5605474394,916011.8375306069,653511.2841114926,8535.901031181806
max,2713502.727266495,1153524.6162051738,1296594.1623793214,39994.420748197845
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,10385.852235905739,17375.935078494495,6377.536330679961
std,0.0,5761.714711926457,29828.602546957187,3046.115626377909
min,0.0,989.301804961893,0.0,1522.8993103189628
25%,0.0,6000.463265735165,0.0,4377.702688443214
50%,0.0,9205.311894518287,0.0,5671.1186854644
75%,0.0,13586.588625079032,33468.08132691252,7646.673370101417
max,0.0,36872.47493557758,161300.11414697286,30077.95752447361
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,27.046664987992628,65725.8664149855,92244.21679793343,7063.345396452965
std,361.3705000389462,16433.860146279876,47204.47308568746,3201.33365745672
min,0.0,27912.904657084757,0.0,2066.8605178953508
25%,0.0,54763.46585954291,56297.421056611915,4795.227329495803
50%,0.0,63388.43011569412,89365.22224688201,6317.492420590921
75%,0.0,74618.27104570896,119868.94606960617,8504.545151638391
max,6902.797678961847,144640.14299198386,268931.67037685134,22925.56548020319
count,1000.0,1000.0,1000.0,1000.0
mean,1.4043780585602617,58338.38197571528,65691.05836450626,7383.4421827153
std,44.41033361015768,15138.348563047202,46736.99614701046,3409.2439754247007
min,0.0,24334.94026336076,0.0,2107.965133704895
25%,0.0,48235.657710435284,31615.012828134062,5145.181956997116
50%,0.0,56780.105647340504,62789.883913064616,6649.302007681272
75%,0.0,65882.790110399,95500.22003003689,8877.56248199893
max,1404.3780585602617,140163.37137881425,272680.2134138274,31387.87170981328
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7892.815203772161,86868.84445107103,5938.265855419166
std,0.0,5644.530109243321,49474.05877803276,2812.441573951233
min,0.0,0.0,0.0,1440.4866330552045
25%,0.0,4378.0321186884385,51085.77321182837,3997.9660798109153
50%,0.0,6340.5255425861105,85263.31386403243,5315.548879219585
75%,0.0,10398.951879531172,121261.05297374586,7221.7888124863275
max,0.0,48232.91828007263,277018.65227348096,21174.752370292612
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,24963.474442069055,69480.76432425177,7795.714749384735
std,0.0,9222.658649272154,49014.04470274799,3344.0418781759317
min,0.0,5926.150792258636,0.0,1768.5089268403815
25%,0.0,18383.471938037248,36348.58660425963,5448.938103664817
