,B,C,D,E
count,2.0,2.0,2.0,2.0
mean,2104982.496452176,580595.3456475362,411440.5360795484,6409.72098360682
std,289654.73606297787,21251.99644719362,90746.24716050476,3689.9130550378322
min,1900165.6683792446,565567.9148459733,347273.24934512505,3800.5584404007977
25%,2002574.0824157102,573081.6302467547,379356.89271233673,5105.139712003808
50%,2104982.496452176,580595.3456475362,411440.5360795484,6409.72098360682
75%,2207390.9104886414,588109.0610483178,443524.17944676016,7714.30225520983
max,2309799.324525107,595622.7764490993,475607.82281397184,9018.88352681284
count,1000.0,1000.0,1000.0,1000.0
mean,5159.723729404313,170090.87045801943,170220.22391808542,7428.127437665353
std,9834.675784330573,41259.16987378888,50679.37462772064,3331.1505639459315
min,0.0,83443.82404865089,27221.16715996967,1913.5421079028088
25%,0.0,142163.99845675917,134791.33243609307,5073.20156223189
50%,2289.660943133913,165834.39172550204,167183.76107218518,6821.169172669981
75%,5225.447396235564,191865.30020838825,203337.2114213159,8926.579433489527
max,86439.79155399799,414655.155709534,414523.6781837449,32800.34400664664
count,1000.0,1000.0,1000.0,1000.0
mean,2309.4761115622714,130194.02378375933,207440.4794630763,6996.3288684298095
std,7556.239058361912,34654.60164108537,53927.16599288558,3021.1216579987845
min,0.0,61201.20987108405,34695.37267220675,1896.7451738086415
25%,0.0,108405.44851540073,167971.83197726932,4883.161578974682
50%,113.1071117338486,124415.72095014289,207588.04928820074,6390.501432722883
75%,2018.3036852701284,146486.15844875472,241196.2320010169,8462.26955216268
max,120405.19504482725,508145.9238006212,427255.92814638343,21092.67322770907
count,79.0,79.0,79.0,79.0
mean,1805607.7594199965,789726.7224055026,526937.3899864487,7222.468788902256
std,183772.7990809003,70689.4698674873,99621.17806066619,2966.322936128903
min,1475274.5630731268,645305.4125896229,317418.4675090349,2114.679835605916
25%,1670281.9418045576,746205.4558420954,451514.75222067547,5377.716339127206
50%,1816551.1066855753,790977.8097480838,529114.1832960178,6720.5959925764055
75%,1929878.0637128074,834884.4881150429,589723.9248708587,8957.65878289561
max,2284982.4158724663,954031.8995169131,810232.3484422009,18059.444168238966
count,1000.0,1000.0,1000.0,1000.0
mean,104172.77741362741,292261.83901993686,295095.4129179001,5865.042194064257
std,88551.27238556462,65951.20677374714,60959.33064622551,2613.129274634832
min,9426.93822781881,154709.1183936547,149582.26318835665,1539.7142183270323
25%,55888.26513748082,246809.76905183593,252674.80008010883,4016.8631519427036
50%,89941.0911585392,286804.3212700621,290950.61566437583,5270.656172820571
75%,129980.94480177505,329595.09117091616,334182.4882678265,7110.690812259761
max,1826387.2574046617,864030.1897141716,556360.6596423432,21016.638340895282
count,54.0,54.0,54.0,54.0
mean,1387398.8508605743,789608.2149598323,565368.2849607249,6770.646048708646
std,177414.81331269594,72229.79135801084,111853.6202667529,3032.1366901373167
min,952794.578658009,673630.9870663424,342380.16216434806,2418.3441616353252
25%,1283304.8218072976,747932.0293103459,485720.9358433064,4741.130718556495
50%,1395067.3395494565,780477.9220396476,563636.4509622857,6208.791279387386
75%,1497653.9572699536,808607.8553001966,631877.9335663773,8086.229220770134
max,1780950.897442797,1134763.8989253787,882779.7328710689,16807.810651287957
count,640.0,640.0,640.0,640.0
mean,1273017.2826724122,578305.1956460098,377585.57729724067,7027.820753805337
std,220480.9222919842,74625.49605744264,75231.0208996544,3081.5786628945316
min,750993.6590878118,401684.7627208072,188142.1344812503,1863.182198499267
25%,1136640.7728654551,532228.5132503269,322494.282443613,4871.095794356769
50%,1253113.6527721938,572186.2146759003,370235.07314663165,6472.561836594391
75%,1390183.7079610843,610058.1850377311,421013.9422210549,8578.505128587507
max,4256976.4075382985,1449895.2831216322,730925.4043712353,25950.487864631592
count,1000.0,1000.0,1000.0,1000.0
mean,206.51851916349355,106310.97823578781,201438.0449169029,7983.135764825557
std,1229.2079627834855,29851.960988722603,51680.00583777409,3238.533230951427
min,0.0,45736.44998952761,55442.25495967762,2701.301449932752
25%,0.0,87819.56787978753,163776.92698153836,5584.447186025801
50%,0.0,101460.09934809711,200054.72016136,7409.244739161949
75%,0.0,118763.39618126025,236500.47223857575,9592.685517569873
max,19323.97073918503,420420.9119946233,395290.5666299326,23722.435954539593
count,1000.0,1000.0,1000.0,1000.0
mean,4356.230690985564,179539.18240371984,211804.42263011195,6675.611230944371
std,7984.524382357017,45568.215741589345,50832.735972684386,3057.766009027297
min,0.0,87661.90872926268,57745.711246229475,1416.6224021181085
25%,0.0,147361.76595411135,177982.42117755298,4682.066244696897
50%,2070.0552202684594,173527.40500039834,210540.09549384913,5989.314421817
75%,4856.753070290049,204424.73879502586,242705.9371425975,7923.717096397493
max,89675.04070341449,524697.7654659619,406386.14882026636,24719.83285844728
count,1000.0,1000.0,1000.0,1000.0
mean,41308.81168592517,228456.0659899822,222874.54806643084,6645.76508137475
std,34922.427622109935,57243.23920426145,50766.19953365409,3065.695232877827
min,0.0,106162.79293700303,66403.1019441234,1745.8043176057954
25%,16797.48807968272,186633.24528231242,186939.13518398744,4504.469594881752
50%,31121.789280133486,219846.16251915324,220467.70586421632,6038.610687595221
75%,57404.60907478372,261929.57292589394,256560.46278142283,7910.894271890089
max,346209.8095168297,456395.6252137397,418445.34474842437,26647.976560986343
count,1000.0,1000.0,1000.0,1000.0
mean,79.99270441375023,102522.8145210349,153086.47020404585,7264.069988222167
std,511.4684703725354,25679.92845832797,51178.06097128174,3366.8754802685926
min,0.0,52191.08963192376,6447.304781104356,2203.591042338725
25%,0.0,86015.99680712086,117480.9657139602,5018.943007486123
50%,0.0,98800.25322313563,149869.21177562018,6639.504471406686
75%,0.0,115117.47800080205,184012.94130862344,8646.232156316051
max,6215.5293002747385,346321.0496185541,442862.6417482437,43810.59295417025
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
