,B,C,D,E
max,0.0,129422.46830170283,302320.1541892099,29309.424700434924
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,19319.88764066731,42738.38501736864,5381.006521053845
std,0.0,8008.917393237224,42368.64184036651,2719.9056013431255
min,0.0,3512.8080630202503,0.0,1084.5387227640722
25%,0.0,13355.47175378086,882.0750722349371,3633.458229940257
50%,0.0,18302.61578549393,38736.64527168973,4805.871000760271
75%,0.0,24655.35342081928,67089.35949063464,6482.86960192494
max,0.0,56945.20205331532,184586.98779424152,27184.830040486187
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,23617.548132349308,29795.518682424383,4945.029972659455
std,0.0,8772.068320198663,37810.39223813412,2527.494576215271
min,0.0,4870.088613657679,0.0,1146.8437103154329
25%,0.0,17178.80054368316,0.0,3271.1690668920887
50%,0.0,23270.84809311064,1763.1356356675103,4396.392820370604
75%,0.0,29000.775006065905,53051.04405365238,6077.894202583639
max,0.0,82587.51846859984,183370.53943855216,31459.35898001997
count,7.0,7.0,7.0,7.0
mean,1402941.184003322,465332.22745261807,327646.7058990401,6753.712248176403
std,147412.1322565753,55125.97209955537,88590.67445108383,4004.191511964333
min,1181345.5334077177,380885.2480198686,220461.2985653621,2646.2668116866516
25%,1303153.4093748322,430792.5335005566,272144.7543929176,3752.9283701054396
50%,1471068.4888331464,469658.39432265074,319174.0600435077,5039.483597255758
75%,1492040.0698813037,506033.9450030924,366238.1839121445,9721.475163698677
max,1577787.307270117,533128.9928185093,477125.7060742865,12641.428260684173
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30384.867388680574,52447.018753912074,7282.656197141252
std,0.0,9453.650452838887,46769.832234199435,3512.522992640359
min,0.0,9091.685051864886,0.0,2326.7638020752333
25%,0.0,23890.36522867637,1332.239425434708,4879.432963787205
50%,0.0,29880.762785312847,47635.298099627835,6539.019054574948
75%,0.0,35713.7481882784,81541.31364440455,8756.143328057988
max,0.0,102757.82238511089,268606.4402629193,40737.49306591885
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,11924.94489532554,67536.0060478429,6814.414117783486
std,0.0,7425.585314833502,48168.070846396884,3235.135605217464
min,0.0,266.6554782009406,0.0,1800.839735671141
25%,0.0,6883.079074045945,32389.971196701605,4703.124482275513
50%,0.0,10273.915342830815,63502.10397257918,6087.534729492942
75%,0.0,15391.470892221358,100954.60841384617,8127.500161119165
max,0.0,98030.1972356747,233790.73565384356,29330.60440934821
count,114.0,114.0,114.0,114.0
mean,1686467.2396799584,582853.414865041,382870.27915004524,8189.919727287748
std,191765.4185325179,56635.52046943927,74090.03628727603,3233.2423752940176
min,1332323.1815566006,456233.43737179413,224908.98561151407,2784.9549624972356
25%,1542257.5317197489,550867.2830858288,332720.82973862754,5986.445991016035
50%,1657754.1980027794,584918.5374705687,382215.88446197205,7521.175409166784
75%,1867475.7192805712,619044.9994066122,434566.0290082415,9961.103223767603
max,2269714.2895680107,714688.754957987,613523.3263170078,20350.051688409912
count,1000.0,1000.0,1000.0,1000.0
mean,44.79076127681595,27921.99778667112,127522.35902071533,6953.9884589906005
std,428.5472375718341,10148.74327425165,49530.56735958429,3247.7141259823784
min,0.0,9099.603742438057,0.0,1868.6010846194374
25%,0.0,21137.33612407009,91017.42317958834,4704.48887273198
50%,0.0,26958.526456886742,127126.23439736577,6269.242483568702
75%,0.0,32891.23125938956,159917.66368448496,8416.615170861147
max,8071.346129500207,104915.0120265141,318967.95526816836,26955.505747403036
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.8027574891157915,51997.16423123722,14174.405997712363,6212.4795055478735
std,25.38542074363727,13127.370527425572,28191.96104933014,3041.3500719778517
min,0.0,20775.91314712909,0.0,1310.8593736174553
25%,0.0,42812.68127666366,0.0,4257.698669547775
50%,0.0,50613.47325573287,0.0,5585.680881855608
75%,0.0,59779.94633740463,3221.2871936610527,7402.469760499564
max,802.7574891157915,118851.3932679322,198181.18065975176,29418.592049376144
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,35929.06265743337,10818.105506168202,6627.539362573064
std,0.0,9661.375994637323,23672.747227564854,3079.2179834908356
min,0.0,10610.537039721617,0.0,1597.9272471926938
25%,0.0,29647.87553486548,0.0,4599.267517637063
50%,0.0,35169.61869048959,0.0,5993.107427458508
75%,0.0,41439.68473554789,1121.5306723444405,7812.634488693191
max,0.0,79108.31441542858,170406.33789776545,31669.683804808137
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,41996.74585811599,70172.66004758743,7761.981783342384
std,0.0,11732.572089540974,44970.958339955476,3378.671717404884
min,0.0,10946.684979124999,0.0,2150.3388137669663
25%,0.0,33885.65897802077,38227.87946374596,5465.673014889671
50%,0.0,40622.12410348388,64339.6688988401,6958.467362440007
75%,0.0,48560.21891423525,98300.84196858104,9322.55600403577
max,0.0,102985.23613063263,239489.38074285092,36475.73333462488
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27863.840894297184,12308.97640128075,7175.40225058604
std,0.0,8622.210231442588,27301.799202930622,3412.7216145221205
min,0.0,7076.417396845081,0.0,2015.699679374234
25%,0.0,22073.83626030029,0.0,4942.108598444585
50%,0.0,27449.085624837884,0.0,6434.356528637314
75%,0.0,33493.44403550858,910.1024909643866,8608.35985442089
max,0.0,65072.01769457551,188523.7854255218,45565.1603353818
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,29284.737261489125,226311.07810588344,240353.10208459472,6709.326832191581
std,32915.148350274416,58381.009223838526,56986.27615088875,2852.8515376547007
min,212.67589958213063,88020.95208495775,92411.4535098727,1638.6701746560848
25%,9996.797140111026,186983.32526323939,199683.83238175523,4666.1951889528045
50%,19078.976091123513,216504.4829992747,238193.62116616513,6139.485241659704
75%,37598.02090863502,258676.0851976438,277348.0984567243,8241.859662362871
max,446004.34721366543,569122.5001268996,456064.70160326373,23842.620267251346
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12217.561811863054,50349.314131051775,6831.161343648468
std,0.0,7159.731885706593,46008.082043982555,3323.7096978064546
min,0.0,266.5685109674897,0.0,1913.1529244661615
25%,0.0,7173.473761294799,1186.1689657251889,4652.641882152409
50%,0.0,10582.824636137944,46560.13528792592,6143.42483492799
75%,0.0,15837.053687139782,77522.26264955442,8166.2974677743505
max,0.0,99678.66863751119,213384.92226688267,42460.516576406895
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,33274.62806774254,21504.04468836949,4408.775252812896
std,0.0,11384.53577422429,33500.73829160228,2305.657702193775
min,0.0,10460.156046555869,0.0,872.7534257275518
25%,0.0,26740.15194625994,0.0,2916.153056342646
50%,0.0,32630.7612562175,0.0,3927.949373339575
75%,0.0,38682.5702699517,41812.08075261244,5270.858413620304
max,0.0,246015.95012278465,176854.57967650855,25009.499268650292
count,1000.0,1000.0,1000.0,1000.0
mean,3.0057545592508306,21106.75915884503,124084.68543672255,7635.185648563424
std,53.86637879150251,9911.544974472234,51154.877189112136,3310.500097162752
min,0.0,3533.1614610117176,3516.0623289562495,2386.5947911567364
25%,0.0,14169.038297113768,88272.8474266104,5278.095375367853
50%,0.0,19921.159299346145,121830.29405117588,6951.863155920304
75%,0.0,26133.41985957508,157940.86827610782,8957.402216773435
max,1435.0513846658032,93512.0256350678,323763.0535809025,28964.150702002415
count,818.0,818.0,818.0,818.0
mean,763150.5974682021,687300.2289240173,511922.60289850715,6768.065214272297
std,180015.35678200662,78907.30810958712,103007.7337685015,3232.734918072511
min,331210.60484806605,482964.1023096031,259993.08244573756,1789.3975760526585
25%,656964.2727998237,635106.4820443185,440610.4983361425,4591.368553930732
50%,743144.587961521,684383.6504657818,504536.79327130294,6092.697962127793
75%,845525.0285081624,735412.9661811596,572619.773738403,8120.015517865362
max,3299263.0789818135,1094508.6709752379,1036241.5378798271,28385.92045933503
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,23.0,23.0,23.0,23.0
mean,1491270.8944812163,879503.7445014189,640101.9079468541,9214.282528805028
std,183944.88014642117,93655.72977678548,137896.78612967554,4186.831965914632
min,1181335.936134673,755478.2103477977,467370.70729815756,3760.6374322362153
25%,1390788.3228121605,816602.2957028829,532601.2995989227,5986.076798384756
50%,1504975.7938309088,876335.3796062949,634184.8343771086,8159.965737215354
75%,1613651.3347405733,911830.0922168266,679562.3240690615,11618.210736052539
max,1866560.8531285175,1201300.707147986,1038816.1296239287,18552.15286856133
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26641.975964944042,37671.77704753592,7302.265827812877
std,0.0,8822.897961753735,41771.56991329088,3319.1848008122356
min,0.0,6670.851345117622,0.0,1962.538057475417
25%,0.0,20398.766915813023,0.0,4984.0313279194015
50%,0.0,26453.276679339127,31756.680998049844,6624.115032347856
75%,0.0,31942.584346132495,61022.91669432091,8598.897901191867
max,0.0,84074.0308391507,248986.2671317399,28547.495910307105
count,1000.0,1000.0,1000.0,1000.0
mean,136543.00406244883,405765.5971863089,407970.4127435454,7750.408812121071
std,121416.51005266065,75504.92343786392,81958.59455235857,3461.0802001283932
min,11923.380613239864,221920.56783260542,190829.72665495574,2395.595324459743
25%,71754.52462714491,353998.5033838516,353166.38263246324,5420.754088385245
50%,113463.04647562835,396762.59244487813,400018.38647355855,7035.667060727907
75%,172626.44767560792,451497.32560008403,454821.8487883046,9258.551069474903
max,2384194.383322771,949356.3671635251,838379.5748628296,30995.881701612543
count,1000.0,1000.0,1000.0,1000.0
mean,82.72466307670352,102061.08819144816,109045.7259165223,6610.883818789341
std,640.5512019603777,22468.71876649917,50827.44640807642,3020.0071338988946
min,0.0,48403.27629673064,0.0,2099.801400544565
25%,0.0,85672.75208061411,74030.37294875909,4552.235107284356
50%,0.0,100106.45335874484,107846.1039938145,6061.188538147186
75%,0.0,115674.14121832617,142578.99347096667,7979.432104977172
max,13857.14324887222,190004.7902924355,263511.4535036409,26174.4440894015
count,944.0,944.0,944.0,944.0
mean,564211.5458532241,715423.2884832902,553717.5500967805,7864.2569570436535
std,167103.05107739905,83672.8906912093,115632.6041048152,3565.2221482953287
min,155068.4587467211,473876.2006545712,317521.26009717444,1844.3813618432591
25%,475181.43479299685,657658.5079165325,475400.0381374987,5500.673265204798
50%,551511.2000848684,708497.412719686,544704.5474634211,7106.991657654764
75%,632126.957849582,767260.9638875099,612382.5488850998,9411.996618374229
max,3619397.3729042253,1175166.022884183,1348906.398912715,35928.42090690612
count,1000.0,1000.0,1000.0,1000.0
mean,0.8028973738837851,49738.145911886895,49310.982647135825,7052.17284508333
std,25.389844288405527,12910.781123306471,44632.46829981478,3315.7927394441936
min,0.0,21387.07708579408,0.0,1880.541982875629
25%,0.0,40589.280958334915,1267.9152104485324,4831.073285878375
50%,0.0,47871.04649736019,46754.27652476651,6352.948792211747
75%,0.0,57172.68997018524,77431.37359967064,8509.89117936681
max,802.8973738837851,133553.46311173562,220931.61719079007,30776.002232240986
count,1000.0,1000.0,1000.0,1000.0
mean,0.802965941564599,53628.22783790796,102873.51371364287,6875.994576560337
std,25.392012588857988,13897.129986963244,48733.76691923001,3268.1887379139685
min,0.0,20352.31253321878,0.0,1670.9194326013503
25%,0.0,44640.093316555045,65265.927020661664,4642.42454511977
50%,0.0,51698.8327148095,98964.8409487437,6197.912159451885
75%,0.0,60915.51288732537,136727.25839604854,8319.644842185047
max,802.965941564599,117464.94368933051,312584.682522484,33568.04900279439
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,701.0,701.0,701.0,701.0
mean,1161333.0380333117,467862.8183502797,265350.8211121321,7333.126029251864
std,157273.713304927,68643.8916295939,59003.40857644398,3302.5208057026725
min,662816.6804744627,294544.88656061626,111113.39384884195,1888.473530761581
25%,1052332.027836373,427579.33059760043,223667.05134965706,5022.798670297674
50%,1151738.0198816173,463377.20498869696,261147.7424560665,6676.890990847147
75%,1262781.492874935,498877.06238861143,300761.3922773433,8904.682284503575
max,1766219.5016855379,1314299.7532449549,483488.8829706793,29633.08159885903
